datetime;nodes;channels
2023-06-17;18049;74985
2023-06-18;18049;75040
2023-06-19;18054;75090
2023-06-20;18054;75090
2023-06-21;18054;75090
2023-06-22;18054;75090
2023-06-23;18054;75090
2023-06-24;18054;75090
2023-06-25;18054;75090
2023-06-26;18054;75090
2023-06-27;18054;75090
2023-06-28;18054;75090
2023-06-29;18054;75090
2023-06-30;18054;75090
2023-07-01;18054;75090
2023-07-02;18054;75090
2023-07-03;18054;75090
2023-07-04;18054;75090
2023-07-05;18054;75090
2023-07-06;18054;75090
2023-07-07;18054;75090
2023-07-08;18054;75090
2023-07-09;18054;75090
2023-07-10;18054;75090
2023-07-11;18054;75090
2023-07-12;18054;75090
2023-07-13;18054;75090
2023-07-14;18054;75090
2023-07-15;18054;75090
2023-07-16;18054;75090
2023-07-17;18054;75090
2023-07-18;18054;75090
2023-07-19;18054;75090
2023-07-20;18054;75090
2023-07-21;18054;75090
2023-07-22;18054;75090
2023-07-23;18054;75090
2023-07-24;18054;75090
2023-07-25;18054;75090
2023-07-26;18054;75090
2023-07-27;18054;75090
2023-07-28;18054;75090
2023-07-29;18054;75090
2023-07-30;18054;75090
2023-07-31;18054;75090
2023-08-01;18054;75090
2023-08-02;18054;75090
2023-08-03;18054;75090
2023-08-04;18054;75090
2023-08-05;17820;73082
2023-08-06;17842;73144
2023-08-07;17844;73163
2023-08-08;17839;73128
2023-08-09;17841;73129
2023-08-10;17842;73154
2023-08-11;17840;73124
2023-08-14;17832;73120
2023-08-15;17840;73115
2023-08-16;17832;73082
2023-08-17;17836;72927
2023-08-18;17833;72881
2023-08-19;17810;72790
2023-08-20;17808;72675
2023-08-21;17794;72620
2023-08-22;17791;72598
2023-08-23;17734;72487
2023-08-24;17728;72382
2023-08-25;17713;72273
2023-08-26;17711;72293
2023-08-27;17716;72280
2023-08-28;17720;72363
2023-08-29;17686;72260
2023-08-30;17686;72304
2023-08-31;17693;72346
2023-09-01;17691;72366
2023-09-02;17660;72213
2023-09-03;17662;72224
2023-09-04;17662;72254
2023-09-05;17661;72282
2023-09-06;17672;72513
2023-09-07;17668;72696
2023-09-08;17678;72838
2023-09-09;17680;72795
2023-09-10;17679;72775
2023-09-11;17670;72727
2023-09-12;17663;72673
2023-09-13;17646;72809
2023-09-14;17641;72886
2023-09-15;17641;72917
2023-09-16;17640;72950
2023-09-17;17648;72992
2023-09-18;17651;73102
2023-09-19;17657;73110
2023-09-20;17669;73345
2023-09-21;17675;73387
2023-09-22;17679;73382
2023-09-23;17685;73381
2023-09-24;17670;73253
2023-09-25;17549;71582
2023-09-26;17488;70738
2023-09-27;16986;68392
2023-09-28;16947;68325
2023-09-29;16915;68296
2023-09-30;16884;68203
2023-10-01;16588;67314
2023-10-02;16565;67327
2023-10-03;16530;67635
2023-10-04;16516;68040
2023-10-05;16519;68173
2023-10-06;16515;68173
2023-10-07;16515;68147
2023-10-08;16515;68171
2023-10-09;16526;68100
2023-10-10;16529;68129
2023-10-11;16520;67843
2023-10-12;16505;67900
2023-10-13;16506;67912
2023-10-14;16510;67982
2023-10-15;16526;68119
2023-10-16;16524;68153
2023-10-17;16473;68116
2023-10-18;16441;68087
2023-10-19;16417;68039
2023-10-20;16387;67934
2023-10-21;16376;67824
2023-10-22;16351;67441
2023-10-23;16336;67084
2023-10-24;16326;67027
2023-10-25;16328;66936
2023-10-26;16216;66770
2023-10-27;16219;66829
2023-10-28;16212;66825
2023-10-29;16205;66805
2023-10-30;16199;66825
2023-10-31;16186;66763
2023-11-01;16186;66739
2023-11-02;16185;66762
2023-11-03;16196;66784
2023-11-04;16204;66824
2023-11-05;16205;66865
2023-11-06;16199;66754
2023-11-07;16196;66733
2023-11-08;16214;66737
2023-11-09;16217;66713
2023-11-10;16214;66645
2023-11-11;16216;66608
2023-11-12;16219;66550
2023-11-13;16220;66514
2023-11-14;16218;66464
2023-11-15;16220;66379
2023-11-16;16218;66388
2023-11-17;16221;66336
2023-11-18;16221;66315
2023-11-19;16229;66262
2023-11-20;16233;66278
2023-11-21;16620;67223
2023-11-22;16625;67215
2023-11-23;16629;67179
2023-11-24;16615;66890
2023-11-25;16620;66894
2023-11-26;16618;66852
2023-11-27;16612;66784
2023-11-28;16613;66619
2023-11-29;16592;66501
2023-11-30;16604;66377
2023-12-01;16594;66285
2023-12-02;16591;66271
2023-12-03;16599;66313
2023-12-04;16609;66309
2023-12-05;16616;66211
2023-12-06;16614;66166
2023-12-07;16605;66102
2023-12-08;16607;66067
2023-12-09;16594;65945
2023-12-10;16588;65913
2023-12-11;16584;65866
2023-12-12;16591;65810
2023-12-13;16592;65808
2023-12-14;16594;65803
2023-12-15;16593;65772
2023-12-16;16593;65729
2023-12-17;16590;65673
2023-12-18;16594;65658
2023-12-19;16603;65643
2023-12-20;16611;65635
2023-12-21;16605;65613
2023-12-22;16608;65628
2023-12-23;16611;65535
2023-12-24;16615;65521
2023-12-25;16614;65514
2023-12-26;16615;65493
2023-12-27;16617;65507
2023-12-28;16625;65516
2023-12-29;16624;65421
2023-12-30;16627;65403
2023-12-31;16632;65348
2024-01-01;16636;65265
2024-01-02;16640;65094
2024-01-03;16643;65047
2024-01-04;16659;64941
2024-01-05;16662;64933
2024-01-06;16670;64889
2024-01-07;16643;64756
2024-01-08;16640;64791
2024-01-09;16639;64766
2024-01-10;16639;64752
2024-01-11;16638;64591
2024-01-12;16640;64416
2024-01-13;16624;64318
2024-01-14;16628;64319
2024-01-15;16627;64298
2024-01-16;16627;64260
2024-01-17;16635;64249
2024-01-18;16636;64220
2024-01-19;16640;64153
2024-01-20;16629;64092
2024-01-21;16645;64132
2024-01-22;16650;64163
2024-01-23;16652;64040
2024-01-24;16645;63994
2024-01-25;16648;63967
2024-01-26;16637;63793
2024-01-27;16642;63799
2024-01-28;16655;63887
2024-01-29;16665;63924
2024-01-30;16663;63936
2024-01-31;16665;63949
2024-02-01;16665;63938
2024-02-02;16668;63870
2024-02-03;16666;63769
2024-02-04;16658;63506
2024-02-05;16659;63422
2024-02-06;16650;63324
2024-02-07;16643;63249
2024-02-08;16636;63051
2024-02-09;16638;62884
2024-02-10;16594;62720
2024-02-11;16446;62065
2024-02-12;16346;61652
2024-02-13;16340;61614
2024-02-14;16340;61664
2024-02-15;16341;61590
2024-02-16;16298;61263
2024-02-17;16292;61064
2024-02-18;16275;60874
2024-02-19;16261;60745
2024-02-20;16232;60551
2024-02-21;16216;60513
2024-02-22;16213;60511
2024-02-23;16215;60520
2024-02-24;16213;60416
2024-02-25;16193;60268
2024-02-26;16144;60106
2024-02-27;16142;60123
2024-02-28;16139;60125
2024-02-29;16137;59985
2024-03-01;16131;59965
2024-03-02;16132;59994
2024-03-03;16130;59913
2024-03-04;16125;59909
2024-03-05;16124;59890
2024-03-06;16127;59836
2024-03-07;16117;59774
2024-03-08;16116;59547
2024-03-09;16098;59509
2024-03-10;16050;59349
2024-03-11;16023;59308
2024-03-12;16023;59298
2024-03-13;15985;58980
2024-03-14;15967;58751
2024-03-15;15968;58755
2024-03-16;15943;58725
2024-03-17;15933;58687
2024-03-18;15923;58698
2024-03-19;15909;58651
2024-03-20;15883;58457
2024-03-21;15883;58421
2024-03-22;15887;58410
2024-03-23;15884;58238
2024-03-24;15871;58098
2024-03-25;15826;57970
2024-03-26;15823;57908
2024-03-27;15827;57942
2024-03-28;15828;57870
2024-03-29;15824;57832
2024-03-30;15825;57772
2024-03-31;15787;57490
2024-04-01;15757;57455
2024-04-02;15742;57329
2024-04-03;15730;57248
2024-04-04;15731;57128
2024-04-05;15714;57026
2024-04-06;15703;56951
2024-04-07;15691;56937
2024-04-08;15695;56944
2024-04-09;15701;56944
2024-04-10;15683;56866
2024-04-11;15680;56849
2024-04-12;15685;56863
2024-04-13;15684;56765
2024-04-14;15683;56759
2024-04-15;15679;56753
2024-04-16;15670;56787
2024-04-17;15676;56959
2024-04-18;15684;56910
2024-04-19;15685;56952
2024-04-20;15691;57027
2024-04-21;15694;56973
2024-04-22;15694;56966
2024-04-23;15694;56983
2024-04-24;15693;56940
2024-04-25;15702;56802
2024-04-26;15712;56761
2024-04-27;15721;56626
2024-04-28;15729;56629
2024-04-29;15730;56607
2024-04-30;15730;56532
2024-05-01;15745;56564
2024-05-02;15752;56624
2024-05-03;15751;56619
2024-05-04;15757;56658
2024-05-05;15756;56666
2024-05-06;15757;56694
2024-05-07;15757;56680
2024-05-08;15757;56691
2024-05-09;15732;56723
2024-05-10;15735;56615
2024-05-11;15747;56596
2024-05-12;15667;56327
2024-05-13;15675;56353
2024-05-14;15664;56340
2024-05-15;15658;56327
2024-05-16;15645;56292
2024-05-17;15630;56258
2024-05-18;15631;56234
2024-05-19;15629;56232
2024-05-20;15622;56247
2024-05-21;15621;56279
2024-05-22;15612;56318
2024-05-23;15593;56315
2024-05-24;15594;56327
2024-05-25;15594;56357
2024-05-26;15602;56400
2024-05-27;15608;56403
2024-05-28;15597;56381
2024-05-29;15599;56414
2024-05-30;15601;56394
2024-05-31;15581;56365
2024-06-01;15591;56409
2024-06-02;15597;56420
2024-06-03;15603;56437
2024-06-04;15604;56400
2024-06-05;15607;56438
2024-06-06;15612;56500
2024-06-07;15625;56498
2024-06-08;15629;56508
2024-06-09;15637;56505
2024-06-10;15645;56454
2024-06-11;15651;56457
2024-06-12;15657;56463
2024-06-13;15666;56458
2024-06-14;15674;56497
2024-06-15;15682;56521
2024-06-16;15668;56373
2024-06-17;15638;56117
2024-06-18;15629;56112
2024-06-19;15623;56095
2024-06-20;15627;56070
2024-06-21;15629;56009
2024-06-22;15621;55972
2024-06-23;15615;55941
2024-06-24;15542;55920
2024-06-25;15538;55900
2024-06-26;15545;55870
2024-06-27;15589;55925
2024-06-28;15600;55917
2024-06-29;15617;55920
2024-06-30;15626;55912
2024-07-01;15650;55794
2024-07-02;15647;55784
2024-07-03;15648;55755
2024-07-04;15644;55728
2024-07-05;15624;55602
2024-07-06;15624;55562
2024-07-07;15621;55539
2024-07-08;15619;55483
2024-07-09;15582;55456
2024-07-10;15571;55416
2024-07-11;15565;55420
2024-07-12;15564;55353
2024-07-13;15546;55373
2024-07-14;15544;55374
2024-07-15;15527;55320
2024-07-16;15527;55324
2024-07-17;15511;55286
2024-07-18;15500;55264
2024-07-19;15493;55216
2024-07-20;15490;55195
2024-07-21;15479;55101
2024-07-22;15473;55108
2024-07-23;15455;54969
2024-07-24;15414;54944
2024-07-25;15398;54800
2024-07-26;15389;54770
2024-07-27;15295;54484
2024-07-28;15299;54474
2024-07-29;15294;54396
2024-07-30;15292;54333
2024-07-31;15298;54274
2024-08-01;15299;53765
2024-08-02;15297;53783
2024-08-03;15293;53789
2024-08-04;15259;53797
2024-08-05;15260;53775
2024-08-06;15260;53786
2024-08-07;15261;53665
2024-08-08;15249;53657
2024-08-09;15249;53657
2024-08-10;15237;53706
2024-08-11;15233;53691
2024-08-12;15275;53813
2024-08-13;15318;53936
2024-08-14;15360;54058
2024-08-15;15403;54181
2024-08-16;15445;54303
2024-08-17;15488;54426
2024-08-18;15530;54548
2024-08-19;15573;54671
2024-08-20;15615;54793
2024-08-21;15658;54916
2024-08-22;15700;55038
2024-08-23;15742;55160
2024-08-24;15785;55283
2024-08-25;15827;55405
2024-08-26;15870;55528
2024-08-27;15912;55650
2024-08-28;15955;55773
2024-08-29;15997;55895
2024-08-30;16040;56018
2024-08-31;16082;56140
2024-09-01;16124;56262
2024-09-02;16167;56385
2024-09-03;16209;56507
2024-09-04;16252;56630
2024-09-05;16294;56752
2024-09-06;16337;56875
2024-09-07;16379;56997
2024-09-08;16422;57120
2024-09-09;16464;57242
2024-09-10;16507;57365
2024-09-11;16549;57487
2024-09-12;16591;57609
2024-09-13;16634;57732
2024-09-14;16676;57854
2024-09-15;16719;57977
2024-09-16;16761;58099
2024-09-17;16804;58222
2024-09-18;16846;58344
2024-09-19;16889;58467
2024-09-20;16931;58589
2024-09-21;16924;58567
2024-09-22;16912;58524
2024-09-23;16893;58375
2024-09-24;16865;58333
2024-09-25;16824;58236
2024-09-26;16811;58187
2024-09-27;16809;58161
2025-03-26;9514;25190
