datetime;nodes;channels;capacity
2021-02-11 00:00:00;7301;30748;80181893674
2021-02-10 00:00:00;7300;30732;80093872345
2021-02-09 00:00:00;7295;30709;79834814912
2021-02-08 00:00:00;7279;30616;79431867994
2021-02-07 00:00:00;7253;30472;79412405977
2021-02-06 00:00:00;7232;30430;79326994135
2021-02-05 00:00:00;7166;30331;78958691356
2021-02-04 00:00:00;7164;30299;79010654656
2021-02-03 00:00:00;7080;30159;78806990458
2021-02-02 00:00:00;7059;30147;79248002283
2021-02-01 00:00:00;7061;30185;79545302368
2021-01-31 00:00:00;7046;30111;79917005106
2021-01-30 00:00:00;7035;30114;80157611196
2021-01-29 00:00:00;7038;30233;80599805808
2021-01-28 00:00:00;7036;30163;80364528658
2021-01-27 00:00:00;7017;30130;80653458190
2021-01-26 00:00:00;6994;30053;80598422208
2021-01-25 00:00:00;6991;30179;81384519345
2021-01-24 00:00:00;6958;29977;81238309376
2021-01-23 00:00:00;6927;29857;80921355721
2021-01-22 00:00:00;6919;29894;81070743398
2021-01-21 00:00:00;6912;29967;81235160954
2021-01-20 00:00:00;6897;29940;81336689864
2021-01-19 00:00:00;6886;29888;81093195901
2021-01-18 00:00:00;6862;29896;81248418444
2021-01-17 00:00:00;6840;29769;81339220838
2021-01-16 00:00:00;6817;29753;81408728446
2021-01-15 00:00:00;6806;29790;81550195307
2021-01-14 00:00:00;6794;29783;81592760279
2021-01-13 00:00:00;6794;29804;81592611476
2021-01-12 00:00:00;6784;29769;80836308805
2021-01-11 00:00:00;6773;29778;80849649634
2021-01-10 00:00:00;6760;29699;80977025858
2021-01-09 00:00:00;6745;29678;81366051024
2021-01-08 00:00:00;6738;29651;80818110635
2021-01-07 00:00:00;6724;29635;80706141320
2021-01-06 00:00:00;6699;29555;80740249141
2021-01-05 00:00:00;6689;29475;80590401468
2021-01-04 00:00:00;6672;29456;80598203914
2021-01-03 00:00:00;6662;29473;80202887440
2021-01-02 00:00:00;6655;29434;80245849163
2021-01-01 00:00:00;6623;29357;80129954976
2020-12-31 00:00:00;6613;29353;80209122308
2020-12-30 00:00:00;6557;29113;81105211865
2020-12-29 00:00:00;6500;29016;81460497264
2020-12-28 00:00:00;6461;28978;81489887365
2020-12-27 00:00:00;6408;28966;81564654371
2020-12-26 00:00:00;6453;28993;81615358438
2020-12-25 00:00:00;6440;28962;81771445386
2020-12-24 00:00:00;6421;28938;81981849770
2020-12-23 00:00:00;6411;28954;81996763920
2020-12-22 00:00:00;6402;28973;82207195431
2020-12-21 00:00:00;6408;29026;82317694273
2020-12-20 00:00:00;6400;28976;82163294107
2020-12-19 00:00:00;6391;28972;82193010344
2020-12-18 00:00:00;6388;28956;81882443744
2020-12-17 00:00:00;6399;29100;82403887726
2020-12-16 00:00:00;6403;29197;82406650437
2020-12-15 00:00:00;6412;29190;82452913822
2020-12-14 00:00:00;6403;29117;82085481332
2020-12-13 00:00:00;6387;28987;81639877831
2020-12-12 00:00:00;6385;28977;81607758811
2020-12-11 00:00:00;6383;29011;81709005162
2020-12-10 00:00:00;6391;29062;81715878129
2020-12-09 00:00:00;6392;29075;81788125706
2020-12-08 00:00:00;6386;29017;81677284663
2020-12-07 00:00:00;6377;28980;81174227003
2020-12-06 00:00:00;6352;28833;80814269283
2020-12-05 00:00:00;6345;28803;80844994212
2020-12-04 00:00:00;6333;28786;80798536132
2020-12-03 00:00:00;6337;28831;80649626222
2020-12-02 00:00:00;6331;28858;80687609679
2020-12-01 00:00:00;6328;28891;80615560133
2020-11-30 00:00:00;6328;28920;80430970340
2020-11-29 00:00:00;6300;28882;80433079657
2020-11-28 00:00:00;6234;28785;80678261960
2020-11-27 00:00:00;6226;28771;80800887923
2020-11-26 00:00:00;6229;28914;81254329387
2020-11-25 00:00:00;6236;29053;81302257821
2020-11-24 00:00:00;6240;29112;81493499294
2020-11-23 00:00:00;6228;29231;82311088293
2020-11-22 00:00:00;6215;29192;82313963965
2020-11-21 00:00:00;6199;29115;81679719082
2020-11-20 00:00:00;6175;29034;81394940318
2020-11-19 00:00:00;6167;29066;81779439562
2020-11-18 00:00:00;6143;28979;81653615222
2020-11-17 00:00:00;6136;28947;81372592142
2020-11-16 00:00:00;6136;28961;81492444475
2020-11-15 00:00:00;6104;28738;81072867869
2020-11-14 00:00:00;6074;28490;80575638778
2020-11-13 00:00:00;6068;28469;80679093655
2020-11-12 00:00:00;6045;28379;80231913239
2020-11-11 00:00:00;6032;28281;79585554415
2020-11-10 00:00:00;6023;28221;79262715558
2020-11-09 00:00:00;5978;28001;78342450057
2020-11-08 00:00:00;5932;27904;78174308993
2020-11-07 00:00:00;5921;27852;77848407874
2020-11-06 00:00:00;5926;27909;77984519951
2020-11-05 00:00:00;5927;28054;78390074595
2020-11-04 00:00:00;5941;28289;78435179551
2020-11-03 00:00:00;5913;28310;79102092944
2020-11-02 00:00:00;5941;28544;79897386324
2020-11-01 00:00:00;5940;28627;80337537043
2020-10-31 00:00:00;5942;28767;81271841196
2020-10-30 00:00:00;5954;28885;81867451423
2020-10-29 00:00:00;5960;29223;82213499491
2020-10-28 00:00:00;5957;29258;82239617108
2020-10-27 00:00:00;5968;29355;82570036784
2020-10-26 00:00:00;5998;29393;82270950287
2020-10-25 00:00:00;5996;29434;82659078864
2020-10-24 00:00:00;5998;29832;84250185414
2020-10-23 00:00:00;6008;29850;84617152224
2020-10-22 00:00:00;6013;29900;84655010169
2020-10-21 00:00:00;6018;30015;85167351728
2020-10-20 00:00:00;6015;30070;85575286368
2020-10-19 00:00:00;6015;30112;84899695691
2020-10-18 00:00:00;6017;30143;85591306804
2020-10-17 00:00:00;6007;30099;85745511232
2020-10-16 00:00:00;6007;30122;85462252441
2020-10-15 00:00:00;5982;30035;85615765498
2020-10-14 00:00:00;5975;29964;85611695913
2020-10-13 00:00:00;5970;29948;85640726443
2020-10-12 00:00:00;5927;29911;85266093408
2020-10-11 00:00:00;5913;29878;84319582462
2020-10-10 00:00:00;5915;29912;84476078854
2020-10-09 00:00:00;5918;29949;84364469416
2020-10-08 00:00:00;5916;29935;84518845815
2020-10-07 00:00:00;5910;29952;84691053616
2020-10-06 00:00:00;5939;29993;84730421805
2020-10-05 00:00:00;5975;29967;84912080990
2020-10-04 00:00:00;5967;29506;84687187034
2020-10-03 00:00:00;5965;29520;84529442698
2020-10-02 00:00:00;5969;29509;84434868263
2020-10-01 00:00:00;5970;29540;84261402672
2020-09-30 00:00:00;5957;29512;84124969872
2020-09-29 00:00:00;5962;29516;84277404323
2020-09-28 00:00:00;5964;29544;84223783363
2020-09-27 00:00:00;5980;29561;84140275213
2020-09-26 00:00:00;5957;29437;83788138204
2020-09-25 00:00:00;5937;29358;83649380018
2020-09-24 00:00:00;5926;29288;83326011984
2020-09-23 00:00:00;5909;29207;83162429109
2020-09-22 00:00:00;5916;29301;82669330321
2020-09-21 00:00:00;5922;29384;82165023371
2020-09-20 00:00:00;5924;29322;81542748492
2020-09-19 00:00:00;5957;29913;82016379482
2020-09-18 00:00:00;5968;30146;81879787883
2020-09-17 00:00:00;5965;30259;81650845556
2020-09-16 00:00:00;5963;30240;81611611887
2020-09-15 00:00:00;5977;30299;81657338068
2020-09-14 00:00:00;5972;30364;81549774814
2020-09-13 00:00:00;5974;30354;81644661287
2020-09-12 00:00:00;5965;30145;81059406884
2020-09-11 00:00:00;5973;30221;81388434650
2020-09-10 00:00:00;5977;30236;81159721719
2020-09-09 00:00:00;5970;30158;80953107921
2020-09-08 00:00:00;5950;29976;80473215981
2020-09-07 00:00:00;5978;29953;79779508805
2020-09-06 00:00:00;5976;30039;79817664488
2020-09-05 00:00:00;5981;30058;79868329546
2020-09-04 00:00:00;5972;30023;79694416314
2020-09-03 00:00:00;5962;29986;79663059538
2020-09-02 00:00:00;5952;29888;79303971028
2020-09-01 00:00:00;5962;30112;79222501682
2020-08-31 00:00:00;5960;30172;78939441818
2020-08-30 00:00:00;5939;29981;78385107280
2020-08-29 00:00:00;5917;29786;77751463479
2020-08-28 00:00:00;5921;29920;77435153801
2020-08-27 00:00:00;5914;29953;77314686166
2020-08-26 00:00:00;5900;29943;77142326615
2020-08-25 00:00:00;5912;30073;77544538271
2020-08-24 00:00:00;5875;29922;77517030976
2020-08-23 00:00:00;5864;29666;76842408816
2020-08-22 00:00:00;5852;29587;76609369572
2020-08-21 00:00:00;5856;29638;76555408780
2020-08-20 00:00:00;5857;29703;76527393892
2020-08-19 00:00:00;5857;29747;76643626683
2020-08-18 00:00:00;5870;29823;76900083229
2020-08-17 00:00:00;5874;29811;77116896974
2020-08-16 00:00:00;5872;29745;76988247431
2020-08-15 00:00:00;5883;29837;77016484981
2020-08-14 00:00:00;5881;29835;76863561869
2020-08-13 00:00:00;5868;29771;76363553346
2020-08-12 00:00:00;5861;29746;76106118838
2020-08-11 00:00:00;5876;29824;76278222424
2020-08-10 00:00:00;5944;29971;76590907569
2020-08-09 00:00:00;5937;29827;76199529524
2020-08-08 00:00:00;5925;29740;75987278940
2020-08-07 00:00:00;5916;29704;75930753168
2020-08-06 00:00:00;5913;29712;75800848085
2020-08-05 00:00:00;5909;29718;75757327974
2020-08-04 00:00:00;5910;29888;75970058761
2020-08-03 00:00:00;5912;29942;76003251183
2020-08-02 00:00:00;5909;29885;75747586908
2020-08-01 00:00:00;5905;29887;75693838465
2020-07-31 00:00:00;5899;29934;75752701989
2020-07-30 00:00:00;5894;29970;75717188913
2020-07-29 00:00:00;5894;29985;75663230633
2020-07-28 00:00:00;5894;29957;75583211864
2020-07-27 00:00:00;5891;29976;75832370430
2020-07-26 00:00:00;5876;29933;75633966655
2020-07-25 00:00:00;5882;29997;75918389050
2020-07-24 00:00:00;5899;30119;76139917271
2020-07-23 00:00:00;5898;30169;76213417977
2020-07-22 00:00:00;5889;30130;75920149888
2020-07-21 00:00:00;5891;30136;75854766227
2020-07-20 00:00:00;5890;30140;75927095997
2020-07-19 00:00:00;5889;30119;75830210647
2020-07-18 00:00:00;5882;30127;75931046377
2020-07-17 00:00:00;5880;30179;76067262497
2020-07-16 00:00:00;5886;30216;76069964789
2020-07-15 00:00:00;5887;30232;76193422785
2020-07-14 00:00:00;5885;30268;76079987645
2020-07-13 00:00:00;5890;30288;75988764114
2020-07-12 00:00:00;5883;30219;75782268014
2020-07-11 00:00:00;5876;30155;75607422839
2020-07-10 00:00:00;5876;30147;75692098372
2020-07-09 00:00:00;5874;30108;75649174193
2020-07-08 00:00:00;5863;30014;75348493668
2020-07-07 00:00:00;5856;30019;75347132431
2020-07-06 00:00:00;5854;30055;75330809462
2020-07-05 00:00:00;5851;30100;75209407321
2020-07-04 00:00:00;5841;30064;75152626192
2020-07-03 00:00:00;5822;29936;74770822794
2020-07-02 00:00:00;5808;29817;74270129389
2020-07-01 00:00:00;5799;29718;74093042388
2020-06-30 00:00:00;5789;29557;73510160671
2020-06-29 00:00:00;5809;29726;73856273967
2020-06-28 00:00:00;5808;29695;73770021543
2020-06-27 00:00:00;5794;29558;73546241100
2020-06-26 00:00:00;5800;29595;73746383147
2020-06-25 00:00:00;5764;29584;73704390657
2020-06-24 00:00:00;5756;29491;73482885137
2020-06-23 00:00:00;5775;29621;73673545877
2020-06-22 00:00:00;5781;29669;73860409661
2020-06-21 00:00:00;5795;29644;73569199325
2020-06-20 00:00:00;5785;29459;73307433883
2020-06-19 00:00:00;5765;29251;72619282517
2020-06-18 00:00:00;5756;29134;72414507410
2020-06-17 00:00:00;5748;29065;72182696983
2020-06-16 00:00:00;5739;28979;72034672560
2020-06-15 00:00:00;5716;28817;71658991188
2020-06-14 00:00:00;5700;28611;71250735117
2020-06-13 00:00:00;5690;28525;71014666225
2020-06-03 00:00:00;5525;27712;68881658624
2020-06-02 00:00:00;5515;27672;68722082784
2020-06-01 00:00:00;5506;27633;68634000453
2020-05-31 00:00:00;5504;27601;68573790721
2020-05-30 00:00:00;5524;27681;69090404143
2020-05-29 00:00:00;5560;27975;69804430406
2020-05-28 00:00:00;5581;28206;70477803660
2020-05-27 00:00:00;5586;28236;70580392482
2020-05-26 00:00:00;5588;28241;70584302429
2020-05-25 00:00:00;5582;28231;70539371858
2020-05-24 00:00:00;5569;28263;70962584229
2020-05-23 00:00:00;5607;28508;71294154579
2020-05-22 00:00:00;5629;28897;71774584322
2020-05-21 00:00:00;5573;28903;72308680780
2020-05-20 00:00:00;5529;28735;71900924270
2020-05-19 00:00:00;5521;28682;71630138671
2020-05-18 00:00:00;5521;28660;71515127447
2020-05-17 00:00:00;5558;28982;72539869186
2020-05-16 00:00:00;5565;29005;72545056397
2020-05-15 00:00:00;5554;28923;72340561758
2020-05-14 00:00:00;5540;28826;72283723796
2020-05-13 00:00:00;5513;28668;71832294388
2020-05-12 00:00:00;5528;28842;72395236496
2020-05-11 00:00:00;5547;28933;72992526654
2020-05-10 00:00:00;5547;29122;73167193209
2020-05-09 00:00:00;5553;29309;73628443592
2020-05-08 00:00:00;5551;29290;73261178200
2020-05-07 00:00:00;5471;28910;72590850005
2020-05-06 00:00:00;5441;28721;71992925160
2020-05-05 00:00:00;5484;29064;73025863108
2020-05-04 00:00:00;5488;29044;72572506841
2020-05-03 00:00:00;5481;28965;72837351238
2020-05-02 00:00:00;5420;28818;72391617814
2020-05-01 00:00:00;5431;28936;72661871910
2020-04-30 00:00:00;5438;29039;72904843332
2020-04-29 00:00:00;5444;29136;73036072439
2020-04-28 00:00:00;5437;29114;72819470198
2020-04-27 00:00:00;5429;29056;72253067191
2020-04-26 00:00:00;5412;29071;72326643037
2020-04-25 00:00:00;5440;29348;72681280295
2020-04-24 00:00:00;5433;29376;72562026073
2020-04-23 00:00:00;5373;29369;72580808103
2020-04-22 00:00:00;5375;29405;72595816030
2020-04-21 00:00:00;5352;29282;72442829309
2020-04-20 00:00:00;5284;29118;72084992038
2020-04-19 00:00:00;5277;29184;72217825332
2020-04-18 00:00:00;5279;29196;72209084382
2020-04-17 00:00:00;5282;29197;72169865101
2020-04-16 00:00:00;5270;29112;72087644048
2020-04-15 00:00:00;5250;29023;71974225462
2020-04-14 00:00:00;5251;28991;71824029378
2020-04-13 00:00:00;5267;29146;72575095684
2020-04-12 00:00:00;5263;29127;72761691692
2020-04-11 00:00:00;5251;29031;72375280702
2020-04-10 00:00:00;5239;28953;72190990040
2020-04-09 00:00:00;5243;28883;71670246024
2020-04-08 00:00:00;5235;28737;70368381721
2020-04-07 00:00:00;5230;28705;70117232938
2020-04-06 00:00:00;5226;28656;70086307510
2020-04-05 00:00:00;5204;28259;69003578765
2020-04-04 00:00:00;5159;27950;68052513812
2020-04-03 00:00:00;5222;28882;69991527632
2020-04-02 00:00:00;5232;29129;70523066862
2020-04-01 00:00:00;5229;29108;70423243403
2020-03-31 00:00:00;5235;29141;70496457408
2020-03-30 00:00:00;5230;29142;70227354013
2020-03-29 00:00:00;5204;28966;69849756342
2020-03-28 00:00:00;5199;28931;69715606567
2020-03-27 00:00:00;5198;28909;69653738649
2020-03-26 00:00:00;5142;28491;69453128014
2020-03-25 00:00:00;4891;26602;64249299988
2020-03-24 00:00:00;4880;26555;64054984760
2020-03-23 00:00:00;4869;26482;63826803368
2020-03-22 00:00:00;4860;26431;63602018385
2020-03-21 00:00:00;4851;26354;63245410094
2020-03-20 00:00:00;4416;24405;61374526673
2020-03-19 00:00:00;4952;27914;69370929697
2020-03-18 00:00:00;5091;28624;69711478267
2020-03-17 00:00:00;5091;28634;69083169576
2020-03-16 00:00:00;5077;28558;69203727941
2020-03-15 00:00:00;5060;28378;68747087419
2020-03-14 00:00:00;5084;28700;69213709777
2020-03-13 00:00:00;5092;28773;69106453872
2020-03-12 00:00:00;5099;28821;69128866757
2020-03-11 00:00:00;5109;28945;69396523886
2020-03-10 00:00:00;5116;29128;69743542751
2020-03-09 00:00:00;5118;29226;69873365778
2020-03-08 00:00:00;5131;29319;69998478902
2020-03-07 00:00:00;5157;29528;70341836844
2020-03-06 00:00:00;5158;29610;70492621845
2020-03-05 00:00:00;5138;29646;70999398794
2020-03-04 00:00:00;5110;29333;70170728679
2020-03-03 00:00:00;5106;29305;70032027981
2020-03-02 00:00:00;5111;29328;69713705563
2020-03-01 00:00:00;5110;29313;69839824400
2020-02-29 00:00:00;5078;29472;69997619818
2020-02-28 00:00:00;5072;29399;69731539355
2020-02-27 00:00:00;5059;29356;69863725512
2020-02-26 00:00:00;5060;29488;70144066816
2020-02-25 00:00:00;5049;29463;70061155516
2020-02-24 00:00:00;5047;29435;69808981067
2020-02-23 00:00:00;5055;29628;70317045335
2020-02-22 00:00:00;5052;29745;70507472154
2020-02-21 00:00:00;5085;29884;70617628251
2020-02-20 00:00:00;5086;29952;70896912683
2020-02-19 00:00:00;5083;29927;70816132351
2020-02-18 00:00:00;5083;29898;70759374199
2020-02-17 00:00:00;5081;29827;70550331504
2020-02-16 00:00:00;5060;29508;69639668588
2020-02-15 00:00:00;5047;29356;68931116217
2020-02-14 00:00:00;5037;29340;68818065502
2020-02-13 00:00:00;5028;29224;68273459585
2020-02-12 00:00:00;5009;28988;67721168746
2020-02-11 00:00:00;4979;28808;67044913821
2020-02-10 00:00:00;4979;28802;67199451896
2020-02-09 00:00:00;4972;28827;67761568360
2020-02-08 00:00:00;4973;28811;67579406600
2020-02-07 00:00:00;4991;29019;68479793299
2020-02-06 00:00:00;4987;29148;69065816403
2020-02-05 00:00:00;4957;29053;69362835095
2020-02-04 00:00:00;4949;29033;69595430461
2020-02-03 00:00:00;4927;28952;69473099573
2020-02-02 00:00:00;4781;28094;69349866807
2020-02-01 00:00:00;4528;26765;65711635442
2019-11-16 00:00:00;4533;26519;61816962200
2019-11-15 00:00:00;4594;27185;63204291627
2019-11-14 00:00:00;4612;27447;63703442107
2019-11-13 00:00:00;4626;27562;63931040431
2019-11-12 00:00:00;4641;27729;64426426577
2019-11-11 00:00:00;4661;27922;64749998741
2019-11-10 00:00:00;4666;27976;64782766881
2019-11-09 00:00:00;4672;28030;64931879021
2019-11-08 00:00:00;4673;28070;64952536267
2019-11-07 00:00:00;4668;28090;65040020437
2019-11-06 00:00:00;4664;28051;64979601071
2019-11-05 00:00:00;4660;28095;65090151621
2019-11-04 00:00:00;4694;28438;65656189408
2019-11-03 00:00:00;4709;28418;65578417668
2019-11-02 00:00:00;4697;28355;65416075953
2019-11-01 00:00:00;4704;28418;65473304074
2019-10-31 00:00:00;4676;28396;65584884251
2019-10-30 00:00:00;4691;28403;65522501295
2019-10-29 00:00:00;4690;28491;65614878778
2019-10-28 00:00:00;4688;28526;65499620787
2019-10-27 00:00:00;4684;28527;65423090859
2019-10-26 00:00:00;4678;28435;65245709724
2019-10-25 00:00:00;4665;28358;65004318542
2019-10-24 00:00:00;4657;28272;64938485958
2019-10-23 00:00:00;4652;28205;64780958911
2019-10-22 00:00:00;4642;28104;64177621752
2019-10-21 00:00:00;4636;27995;63993472942
2019-10-20 00:00:00;4617;27837;63832868160
2019-10-19 00:00:00;4598;27665;63484532248
2019-10-18 00:00:00;4622;27981;63985418011
2019-10-17 00:00:00;4623;28245;64466471883
2019-10-16 00:00:00;4622;28209;64250799708
2019-10-15 00:00:00;4584;28057;63934587258
2019-10-14 00:00:00;4568;27826;63535597395
2019-10-13 00:00:00;4533;27679;63181391518
2019-10-12 00:00:00;4532;27855;63428801845
2019-10-11 00:00:00;4541;28019;63626836227
2019-10-10 00:00:00;4688;28261;63715084251
2019-10-09 00:00:00;4695;28399;63957200304
2019-10-08 00:00:00;4698;28571;64191735273
2019-10-07 00:00:00;4718;28877;64682526692
2019-10-06 00:00:00;4739;29185;65112673662
2019-10-05 00:00:00;4743;29201;65121146133
2019-10-04 00:00:00;4733;29093;64958650444
2019-10-03 00:00:00;4733;29182;65322255295
2019-10-02 00:00:00;4741;29296;65473840625
2019-10-01 00:00:00;4763;29376;65521616399
2019-09-30 00:00:00;4768;29355;65452593265
2019-09-29 00:00:00;4772;29333;65491336106
2019-09-28 00:00:00;4773;29246;65372067899
2019-09-27 00:00:00;4766;29254;65422488548
2019-09-26 00:00:00;4760;29323;65595881838
2019-09-25 00:00:00;4763;29358;65919580723
2019-09-24 00:00:00;4769;29399;66515171137
2019-09-23 00:00:00;4770;29395;66600803085
2019-09-22 00:00:00;4744;29111;66331467082
2019-09-21 00:00:00;4740;29076;66307593531
2019-09-20 00:00:00;4743;29106;66310318290
2019-09-19 00:00:00;4752;29290;67067448340
2019-09-18 00:00:00;4752;29315;67056303909
2019-09-17 00:00:00;4741;29249;67096328013
2019-09-16 00:00:00;4742;29258;67136526849
2019-09-15 00:00:00;4733;29200;67026123296
2019-09-14 00:00:00;4729;29079;66699666284
2019-09-13 00:00:00;4744;29127;66574039380
2019-09-12 00:00:00;4746;29162;66338882361
2019-09-11 00:00:00;4830;29909;67817082986
2019-09-10 00:00:00;4819;29873;67755095167
2019-09-09 00:00:00;4815;29853;67739886237
2019-09-08 00:00:00;4804;29706;67432624137
2019-09-07 00:00:00;4791;29564;66988305415
2019-09-06 00:00:00;4777;29293;66687405880
2019-09-05 00:00:00;4805;29716;67895426781
2019-09-04 00:00:00;4786;29461;67877498525
2019-09-03 00:00:00;4745;29123;67337323649
2019-09-02 00:00:00;4739;29034;67222921249
2019-09-01 00:00:00;4737;29064;67359431201
2019-08-31 00:00:00;4731;29096;67578209933
2019-08-30 00:00:00;4741;29152;67658775210
2019-08-29 00:00:00;4751;29211;67766557699
2019-08-28 00:00:00;4751;29220;67898108292
2019-08-27 00:00:00;4742;29139;67683427357
2019-08-26 00:00:00;4725;28952;67430991478
2019-08-25 00:00:00;4718;28949;67376148723
2019-08-24 00:00:00;4716;28959;67359891255
2019-08-23 00:00:00;4728;29020;67450920783
2019-08-22 00:00:00;4720;28985;67514716042
2019-08-21 00:00:00;4697;28734;67169529104
2019-08-20 00:00:00;4706;28881;67316850318
2019-08-19 00:00:00;4711;28962;67506347415
2019-08-18 00:00:00;4717;28965;67509297979
2019-08-17 00:00:00;4723;29002;67592484712
2019-08-16 00:00:00;4732;29056;67591083837
2019-08-15 00:00:00;4741;28956;67476764223
2019-08-14 00:00:00;4746;30229;75388816630
2019-08-13 00:00:00;4759;30359;75952034368
2019-08-12 00:00:00;4750;30379;76028066664
2019-08-11 00:00:00;4748;30278;75944818466
2019-08-10 00:00:00;4743;30302;75968785494
2019-08-09 00:00:00;4750;30374;76140363251
2019-08-08 00:00:00;4738;30350;76096392132
2019-08-07 00:00:00;4724;30482;76382210819
2019-08-06 00:00:00;4713;30552;76568826189
2019-08-05 00:00:00;4710;30695;77580564159
2019-08-04 00:00:00;4695;30701;77652559411
2019-08-03 00:00:00;4680;30944;79237294219
2019-08-02 00:00:00;4630;30908;79307078395
2019-08-01 00:00:00;4552;30838;79280174737
2019-07-31 00:00:00;4558;30762;78230740693
2019-07-30 00:00:00;4561;31014;79827812377
2019-07-29 00:00:00;4565;31386;82703326559
2019-07-28 00:00:00;4560;31386;82719067989
2019-07-27 00:00:00;4546;31333;82682329312
2019-07-26 00:00:00;4536;31210;82366875787
2019-07-25 00:00:00;4531;31061;81986425424
2019-07-24 00:00:00;4517;30993;81871356461
2019-07-23 00:00:00;4509;30871;81591576567
2019-07-22 00:00:00;4504;30792;81472715158
2019-07-21 00:00:00;4492;30669;81265890028
2019-07-20 00:00:00;4480;30392;79693954777
2019-07-19 00:00:00;4474;30309;79544070633
2019-07-18 00:00:00;4490;30207;78759453389
2019-07-17 00:00:00;4475;30104;78539007762
2019-07-16 00:00:00;4465;29880;77745379671
2019-07-15 00:00:00;4445;29766;77469016473
2019-06-28 00:00:00;4035;25778;69629804151
2019-06-27 00:00:00;4343;30557;77910359308
2019-06-26 00:00:00;4392;31436;79276461240
2019-06-25 00:00:00;4410;31557;79468692443
2019-06-24 00:00:00;4427;31703;79561912545
2019-06-23 00:00:00;4434;31761;79628667033
2019-06-22 00:00:00;4436;31799;79622335490
2019-06-21 00:00:00;4441;31850;79674087817
2019-06-20 00:00:00;4446;31904;79753245016
2019-06-19 00:00:00;4409;31515;79109904172
2019-06-18 00:00:00;4402;31507;79061566349
2019-06-17 00:00:00;4406;31513;79022953588
2019-06-16 00:00:00;4419;31553;79036597883
2019-06-15 00:00:00;4412;31497;78920274365
2019-06-14 00:00:00;4396;31422;78684777172
2019-06-13 00:00:00;4028;25068;67091954290
2019-05-10 00:00:00;4160;33518;90616649816
2019-05-09 00:00:00;4169;33716;90835355864
2019-05-08 00:00:00;4181;33825;90939718974
2019-05-07 00:00:00;4190;33929;91034704955
2019-05-06 00:00:00;4194;34008;91171026886
2019-05-05 00:00:00;4197;34035;91171417330
2019-05-04 00:00:00;4215;34167;91188415479
2019-05-03 00:00:00;4215;34169;91134944114
2019-05-02 00:00:00;4234;34274;91180789392
2019-05-01 00:00:00;4238;34290;91177506434
2019-04-30 00:00:00;4242;34308;91124852771
2019-04-29 00:00:00;4228;34221;90974049274
2019-04-28 00:00:00;4228;34227;91041808914
2019-04-27 00:00:00;4125;32535;87303924654
2019-03-18 00:00:00;3465;24376;57296135591
2019-03-17 00:00:00;3479;24559;57459191893
2019-03-16 00:00:00;3486;24990;57682056134
2019-03-15 00:00:00;3506;25247;58036254489
2019-03-14 00:00:00;3524;25471;58282683895
2019-03-13 00:00:00;3533;25946;58603251401
2019-03-12 00:00:00;3556;26456;58992812289
2019-03-11 00:00:00;3573;26692;59153119736
2019-03-10 00:00:00;3587;26965;59612547243
2019-03-09 00:00:00;3602;27292;59961491222
2019-03-08 00:00:00;3612;27587;60405740622
2019-03-07 00:00:00;3625;27811;60636758814
2019-03-06 00:00:00;3630;28052;61482546474
2019-03-05 00:00:00;3545;27682;61011106239
2019-03-04 00:00:00;3509;27005;59396346179
2019-03-03 00:00:00;3465;26512;58744159067
2019-03-02 00:00:00;3383;25834;58078258877
2019-03-01 00:00:00;3368;25354;57562121886
2019-02-28 00:00:00;3313;24808;57021588580
2019-02-27 00:00:00;3275;24383;56537912902
2019-02-26 00:00:00;3225;23771;55874261463
2019-02-25 00:00:00;3174;23371;55628332226
2019-02-24 00:00:00;3116;22745;54961055967
2019-02-23 00:00:00;3055;22172;54407469703
2019-02-22 00:00:00;2992;21428;53653198941
2019-02-21 00:00:00;2959;20678;52859252971
2019-02-20 00:00:00;2810;17305;47027892745
2019-02-02 00:00:00;2639;18900;50923209979
2019-02-01 00:00:00;2651;18975;50913954820
2019-01-31 00:00:00;2657;19050;51041154046
2019-01-30 00:00:00;2673;19159;51127719052
2019-01-29 00:00:00;2678;19217;51088662022
2019-01-28 00:00:00;2679;19276;51146046860
2019-01-27 00:00:00;2684;19351;51160932029
2019-01-26 00:00:00;2688;19370;51175215118
2019-01-25 00:00:00;2692;19389;51182250500
2019-01-24 00:00:00;2697;19407;51191706326
2019-01-23 00:00:00;2699;19416;51202917558
2019-01-22 00:00:00;2701;19426;51233170294
2019-01-21 00:00:00;2703;19437;51226051791
2019-01-20 00:00:00;2524;15556;40597014835
2019-01-19 00:00:00;1523;4691;10738914488
2019-01-18 00:00:00;1419;4105;9705390319
2019-01-17 00:00:00;1331;3603;7963139429
2019-01-16 00:00:00;1146;2819;5808470708
2019-01-15 00:00:00;1021;2247;4258689028
2019-01-14 00:00:00;900;1743;2365734940
2019-01-13 00:00:00;778;1405;2099962333
2019-01-12 00:00:00;709;1219;1938795135
2019-01-11 00:00:00;677;1079;1803874056
2019-01-10 00:00:00;626;932;1628042535
2019-01-09 00:00:00;619;942;1686030599
2019-01-08 00:00:00;605;902;1569778839
2019-01-07 00:00:00;574;816;1456049921
2019-01-06 00:00:00;537;747;1346958691
2019-01-05 00:00:00;440;561;1232993248
2019-01-04 00:00:00;389;487;1107540630
2019-01-03 00:00:00;368;452;1031441121
2019-01-02 00:00:00;308;366;826250147
2019-01-01 00:00:00;293;334;751564689
