datetime;nodes;channels;capacity
2023-04-17 00:00:00;14339;70419;542945784444
2023-04-16 00:00:00;15336;73052;547865988473
2023-04-15 00:00:00;15318;73048;547682551698
2023-04-14 00:00:00;15287;72955;546920385485
2023-04-13 00:00:00;15323;73050;546923269758
2023-04-12 00:00:00;15298;72897;545678600189
2023-04-11 00:00:00;15265;72800;546948463469
2023-04-10 00:00:00;10420;61638;523612313398
2023-04-09 00:00:00;15303;73135;547460646300
2023-04-08 00:00:00;15292;73059;546316328936
2023-04-07 00:00:00;15237;72890;545702507176
2023-04-06 00:00:00;15263;72973;545405045070
2023-04-05 00:00:00;15256;73015;545624247549
2023-04-04 00:00:00;15226;72975;545029109931
2023-04-03 00:00:00;12754;66556;530267729768
2023-04-02 00:00:00;15249;73021;544055227666
2023-04-01 00:00:00;15245;73206;543701756437
2023-03-31 00:00:00;15219;73255;543848320543
2023-03-30 00:00:00;15253;73452;544185969059
2023-03-29 00:00:00;15237;73446;545778495205
2023-03-28 00:00:00;15237;73503;544261277822
2023-03-27 00:00:00;13751;69395;535673120744
2023-03-26 00:00:00;15229;73589;549241229326
2023-03-25 00:00:00;15199;73532;547365346355
2023-03-24 00:00:00;15165;73610;548450593305
2023-03-23 00:00:00;15226;73768;548662237254
2023-03-22 00:00:00;15213;73685;547501668918
2023-03-21 00:00:00;15177;73554;546204035700
2023-03-20 00:00:00;11710;65290;525937733917
2023-03-19 00:00:00;15203;73824;545226726664
2023-03-18 00:00:00;15179;73793;545885321715
2023-03-17 00:00:00;15160;73675;544204801857
2023-03-16 00:00:00;15091;73373;543371035266
2023-03-15 00:00:00;15066;73445;544132290184
2023-03-14 00:00:00;14913;72929;541164455957
2023-03-13 00:00:00;15166;73765;541450547368
2023-03-12 00:00:00;15159;73674;541863018446
2023-03-11 00:00:00;15098;73391;539198314079
2023-03-10 00:00:00;15267;74229;542453908503
2023-03-09 00:00:00;15118;74078;543839836303
2023-03-08 00:00:00;15098;74103;543047829973
2023-03-07 00:00:00;15000;73797;542924645054
2023-03-06 00:00:00;15157;74438;544517961822
2023-03-05 00:00:00;15140;74383;543592584978
2023-03-04 00:00:00;15085;74076;541935397565
2023-03-03 00:00:00;15182;74461;542495637406
2023-03-02 00:00:00;15160;74470;545623041363
2023-03-01 00:00:00;15124;74362;544611207505
2023-02-28 00:00:00;14998;73953;542997575374
2023-02-27 00:00:00;15139;74607;545611584105
2023-02-26 00:00:00;15090;74552;547336687735
2023-02-25 00:00:00;15043;74344;544040662472
2023-02-24 00:00:00;15130;74805;544693341371
2023-02-23 00:00:00;15103;74728;541649311836
2023-02-22 00:00:00;15048;74464;540269888489
2023-02-21 00:00:00;14787;73495;538011790303
2023-02-20 00:00:00;15041;74520;539883307231
2023-02-19 00:00:00;15020;74402;539314130767
2023-02-18 00:00:00;15007;74174;537011726394
2023-02-17 00:00:00;15181;74795;538176680235
2023-02-16 00:00:00;15142;74678;538293022756
2023-02-15 00:00:00;15150;74819;542126666837
2023-02-14 00:00:00;14933;74138;540937142837
2023-02-13 00:00:00;15042;74421;540667960247
2023-02-12 00:00:00;14999;74246;538740785645
2023-02-11 00:00:00;14898;73832;538392129650
2023-02-10 00:00:00;15061;74916;540442000927
2023-02-09 00:00:00;15046;74903;540038568943
2023-02-08 00:00:00;14994;74798;539338449727
2023-02-07 00:00:00;14848;74331;538552626460
2023-02-06 00:00:00;14986;74967;538493994253
2023-02-05 00:00:00;14963;74793;538845463628
2023-02-04 00:00:00;14910;74461;536615908094
2023-02-03 00:00:00;15121;75176;536410293385
2023-02-02 00:00:00;15073;75092;536038483916
2023-02-01 00:00:00;15054;75079;534881262780
2023-01-31 00:00:00;14837;74274;531464678189
2023-01-30 00:00:00;15042;74976;533182506285
2023-01-29 00:00:00;15023;74759;531457035372
2023-01-28 00:00:00;14994;74622;533473815722
2023-01-27 00:00:00;14976;74495;533228004765
2023-01-26 00:00:00;14925;74266;531732463838
2023-01-25 00:00:00;14875;74085;529304881004
2023-01-24 00:00:00;14717;73445;524287282456
2023-01-23 00:00:00;14869;74202;529141901243
2023-01-22 00:00:00;14859;74075;527288140374
2023-01-21 00:00:00;14850;73911;526038098559
2023-01-20 00:00:00;14909;74124;526901218971
2023-01-19 00:00:00;14902;74069;526748271388
2023-01-18 00:00:00;14844;73828;524486716749
2023-01-17 00:00:00;14752;73480;522119035396
2023-01-16 00:00:00;14840;73678;521036139977
2023-01-15 00:00:00;14813;73593;520881854740
2023-01-14 00:00:00;14795;73376;519782700859
2023-01-13 00:00:00;14950;73788;519583033232
2023-01-12 00:00:00;14928;73956;523724626889
2023-01-11 00:00:00;14883;73865;523281596023
2023-01-10 00:00:00;14752;73495;521609560734
2023-01-09 00:00:00;14959;74094;521803523439
2023-01-08 00:00:00;14946;73968;520696780858
2023-01-07 00:00:00;14921;73915;521124237157
2023-01-06 00:00:00;14961;74087;520884198732
2023-01-05 00:00:00;14942;74028;521772868697
2023-01-04 00:00:00;14923;73875;518974136413
2023-01-03 00:00:00;14834;73595;519043476835
2023-01-02 00:00:00;14950;74001;519095939886
2023-01-01 00:00:00;14912;73785;517502475152
2022-12-31 00:00:00;14895;73693;515327206061
2022-12-30 00:00:00;14940;73900;517263503110
2022-12-29 00:00:00;14907;73806;516018152366
2022-12-28 00:00:00;14888;73749;514003370334
2022-12-27 00:00:00;14809;73454;510791488368
2022-12-26 00:00:00;14861;73696;513667721339
2022-12-25 00:00:00;14846;73573;514952187116
2022-12-24 00:00:00;14826;73738;515795169689
2022-12-23 00:00:00;14726;73639;516656174168
2022-12-22 00:00:00;14713;73518;516844742824
2022-12-21 00:00:00;14696;73437;517784027834
2022-12-20 00:00:00;14658;73244;517889810367
2022-12-19 00:00:00;14699;73363;518388679249
2022-12-18 00:00:00;14737;73442;519248455672
2022-12-17 00:00:00;14711;73316;519983020083
2022-12-16 00:00:00;14747;73394;517582341054
2022-12-15 00:00:00;14730;73377;517679695629
2022-12-14 00:00:00;14719;73245;514294140874
2022-12-13 00:00:00;14668;72991;514053104617
2022-12-12 00:00:00;14771;73346;512361273882
2022-12-11 00:00:00;14751;73298;511081959399
2022-12-10 00:00:00;14729;73074;509494577511
2022-12-09 00:00:00;14817;73408;509696230511
2022-12-08 00:00:00;14802;73269;508158983583
2022-12-07 00:00:00;14763;73811;510115897795
2022-12-06 00:00:00;14706;73558;509978804472
2022-12-05 00:00:00;14829;74153;510478629326
2022-12-04 00:00:00;14827;74219;508665400514
2022-12-03 00:00:00;14806;74260;509450934141
2022-12-02 00:00:00;14840;74432;510251855539
2022-12-01 00:00:00;14825;74385;510949253348
2022-11-30 00:00:00;14812;74378;512667833526
2022-11-29 00:00:00;14802;74324;512351310176
2022-11-28 00:00:00;14875;74760;516267712284
2022-11-27 00:00:00;14867;74649;514164147875
2022-11-26 00:00:00;14846;74423;512133198065
2022-11-25 00:00:00;14884;74450;512330889537
2022-11-24 00:00:00;14875;74321;509271836038
2022-11-23 00:00:00;14848;74290;510561743989
2022-11-22 00:00:00;14813;74042;508050214985
2022-11-21 00:00:00;14865;74241;506702084393
2022-11-20 00:00:00;14888;74388;513996677431
2022-11-19 00:00:00;14866;74316;512805041747
2022-11-18 00:00:00;15009;75300;518341806279
2022-11-17 00:00:00;15001;75092;512400110259
2022-11-16 00:00:00;14993;75022;511044948073
2022-11-15 00:00:00;14910;74726;511042203991
2022-11-14 00:00:00;15150;75620;516183970922
2022-11-13 00:00:00;15141;75625;515739452700
2022-11-12 00:00:00;15122;75491;514308074148
2022-11-11 00:00:00;15154;75578;513747875129
2022-11-10 00:00:00;15169;75502;513755723392
2022-11-09 00:00:00;15194;75502;515405290059
2022-11-08 00:00:00;15165;75384;516306803950
2022-11-07 00:00:00;15218;75729;520864485688
2022-11-06 00:00:00;15201;75604;517936848455
2022-11-05 00:00:00;15197;75540;515268360576
2022-11-04 00:00:00;15209;75578;513500338486
2022-11-03 00:00:00;15202;75633;514848140461
2022-11-02 00:00:00;15191;75669;512940520841
2022-11-01 00:00:00;15174;75633;513926406904
2022-10-31 00:00:00;15250;76195;514566558529
2022-10-30 00:00:00;15227;75966;512890793767
2022-10-29 00:00:00;15215;75738;509887013733
2022-10-28 00:00:00;15563;78288;519412267824
2022-10-27 00:00:00;15550;78249;514249601674
2022-10-26 00:00:00;15538;78255;515854526338
2022-10-25 00:00:00;15527;78084;511584520432
2022-10-24 00:00:00;15846;79453;512096845327
2022-10-23 00:00:00;15843;79383;509603520377
2022-10-22 00:00:00;15834;79183;507623283062
2022-10-21 00:00:00;15862;79247;504766955671
2022-10-20 00:00:00;15843;79070;503584025073
2022-10-19 00:00:00;15822;79116;499358121641
2022-10-18 00:00:00;15791;79324;498426326741
2022-10-17 00:00:00;15852;79841;501465578575
2022-10-16 00:00:00;15851;80017;500045537195
2022-10-15 00:00:00;15820;80100;499443096985
2022-10-14 00:00:00;15869;80515;499383570399
2022-10-13 00:00:00;15854;80762;499266741680
2022-10-12 00:00:00;15870;81219;500785990858
2022-10-11 00:00:00;15862;81222;499811212382
2022-10-10 00:00:00;15874;81308;497790079196
2022-10-09 00:00:00;15876;81426;497441369106
2022-10-08 00:00:00;15851;81462;497735781775
2022-10-07 00:00:00;15880;81574;496219729977
2022-10-06 00:00:00;15853;81710;500200011601
2022-10-05 00:00:00;15854;81676;498603347649
2022-10-04 00:00:00;15840;81582;498499654004
2022-10-03 00:00:00;15854;81585;495969085843
2022-10-02 00:00:00;15849;81546;495327969740
2022-10-01 00:00:00;15825;81436;493313654575
2022-09-30 00:00:00;15849;81539;492377916935
2022-09-29 00:00:00;15835;81451;489750964522
2022-09-28 00:00:00;15829;81409;487229740792
2022-09-27 00:00:00;15789;81329;486456653911
2022-09-26 00:00:00;15854;81570;486414726045
2022-09-25 00:00:00;15833;81547;484139134247
2022-09-24 00:00:00;15819;81542;483291564688
2022-09-23 00:00:00;15841;81567;481272903331
2022-09-22 00:00:00;15825;81658;480875448598
2022-09-21 00:00:00;15823;81617;481471938120
2022-09-20 00:00:00;15776;81386;478443011722
2022-09-19 00:00:00;15829;81459;477733863444
2022-09-18 00:00:00;15816;81428;478459610019
2022-09-17 00:00:00;15808;81445;477809931813
2022-09-16 00:00:00;15825;81635;479021639916
2022-09-15 00:00:00;15816;81598;478324904599
2022-09-14 00:00:00;15811;81562;477276143883
2022-09-13 00:00:00;15806;81462;474936399849
2022-09-12 00:00:00;15840;81614;474626842605
2022-09-11 00:00:00;15833;81582;474359284712
2022-09-10 00:00:00;15814;81463;472971203764
2022-09-09 00:00:00;15864;81677;469224606807
2022-09-08 00:00:00;15855;81868;471028176075
2022-09-07 00:00:00;15847;81889;471050025836
2022-09-06 00:00:00;15843;81798;468455494267
2022-09-05 00:00:00;15833;81937;467888539269
2022-09-04 00:00:00;15871;82023;467823964849
2022-09-03 00:00:00;15853;81768;464882128189
2022-09-02 00:00:00;15829;81601;463839372691
2022-09-01 00:00:00;15804;81476;462043013709
2022-08-31 00:00:00;15856;81842;461575675997
2022-08-30 00:00:00;15846;81763;461237908219
2022-06-13 00:00:00;15174;74508;320584191808
2022-06-12 00:00:00;15521;75988;324881805183
2022-06-11 00:00:00;15591;76483;326825914615
2022-06-10 00:00:00;15645;77028;329173895938
2022-06-09 00:00:00;15697;77404;330489102802
2022-06-08 00:00:00;15746;77703;331947796888
2022-06-07 00:00:00;15790;78006;333161803033
2022-06-06 00:00:00;15825;78270;333695589082
2022-06-05 00:00:00;15854;78585;335286753306
2022-06-04 00:00:00;15884;78886;336001144036
2022-06-03 00:00:00;15900;79050;336433336566
2022-06-02 00:00:00;15911;79122;336650176937
2022-06-01 00:00:00;15908;78995;335931561956
2022-05-31 00:00:00;15947;79599;338744526354
2022-05-30 00:00:00;15941;79897;340283949667
2022-05-29 00:00:00;15934;79939;339934754046
2022-05-28 00:00:00;15933;79911;339692159584
2022-05-27 00:00:00;15928;79809;339130652551
2022-05-26 00:00:00;15932;79745;338591702852
2022-05-25 00:00:00;15926;79563;336921291716
2022-05-24 00:00:00;15941;79604;336166293836
2022-05-23 00:00:00;15918;79383;334678555655
2022-05-22 00:00:00;15892;79192;333706911903
2022-05-21 00:00:00;15867;78978;332220869962
2022-05-20 00:00:00;15821;78536;329384714321
2022-05-19 00:00:00;15826;78716;329760214816
2022-05-18 00:00:00;15840;78914;330770642939
2022-05-17 00:00:00;15848;78921;330479761656
2022-05-16 00:00:00;15820;78833;329825028245
2022-05-15 00:00:00;15807;78894;329857243297
2022-05-14 00:00:00;15807;78992;329971190125
2022-05-13 00:00:00;15809;79184;330224005650
2022-05-12 00:00:00;15811;79349;330860786752
2022-05-11 00:00:00;15825;79434;330183540572
2022-05-10 00:00:00;15861;79399;330221587045
2022-05-09 00:00:00;15866;79501;330800299698
2022-05-08 00:00:00;15847;79193;330095224953
2022-05-07 00:00:00;15849;79214;328054138066
2022-05-06 00:00:00;15893;79180;327130127860
2022-05-05 00:00:00;15885;79417;328195045382
2022-05-04 00:00:00;16007;79857;330322307998
2022-05-03 00:00:00;16059;80067;335073095027
2022-05-02 00:00:00;16731;80794;334706643942
2022-05-01 00:00:00;17503;81329;333866700147
2022-04-30 00:00:00;18643;82434;333013462629
2022-04-29 00:00:00;18792;82643;333377658985
2022-04-28 00:00:00;18805;82645;332867426527
2022-04-27 00:00:00;18820;82300;330416265932
2022-04-26 00:00:00;18813;82278;329810795472
2022-04-25 00:00:00;18831;82073;328517594353
2022-04-24 00:00:00;18814;81782;327712596217
2022-04-23 00:00:00;18806;81630;325842707901
2022-04-22 00:00:00;18801;81633;325427810684
2022-04-21 00:00:00;18764;81433;324191675760
2022-04-20 00:00:00;18728;81302;323826816608
2022-04-19 00:00:00;18724;81302;323661346069
2022-04-18 00:00:00;18735;81347;322672558076
2022-04-17 00:00:00;18725;81304;322645519558
2022-04-16 00:00:00;18762;81370;322521464684
2022-04-15 00:00:00;18739;81431;322424319413
2022-04-14 00:00:00;18735;81438;323008640272
2022-04-13 00:00:00;18719;81442;321975094618
2022-04-12 00:00:00;18713;81364;321135792645
2022-04-11 00:00:00;18708;81328;320973469197
2022-04-10 00:00:00;18675;81093;319924420333
2022-04-09 00:00:00;18878;81307;319489167183
2022-04-08 00:00:00;19120;81614;319743841421
2022-04-07 00:00:00;19101;81901;321080825058
2022-04-06 00:00:00;19095;81846;319929316296
2022-04-05 00:00:00;19115;82049;320464763078
2022-04-04 00:00:00;19082;82002;319955867188
2022-04-03 00:00:00;19097;82432;320041327327
2022-04-02 00:00:00;19129;82462;318243170495
2022-04-01 00:00:00;19148;82552;317491970344
2022-03-31 00:00:00;19155;82646;317319075430
2022-03-30 00:00:00;19175;82734;316745662535
2022-03-29 00:00:00;19173;82788;316704576266
2022-03-28 00:00:00;19155;82825;316255682643
2022-03-27 00:00:00;19155;82758;315522723343
2022-03-26 00:00:00;19158;82705;315012806642
2022-03-25 00:00:00;19153;82545;313520832879
2022-03-24 00:00:00;19149;82492;313107700653
2022-03-23 00:00:00;19145;82421;312522650123
2022-03-22 00:00:00;19154;82524;312619147508
2022-03-21 00:00:00;19158;82575;312620326631
2022-03-20 00:00:00;19161;82577;312352632094
2022-03-19 00:00:00;19143;82377;311346596618
2022-03-18 00:00:00;19126;82326;310676863151
2022-03-17 00:00:00;19086;82313;309555068669
2022-03-16 00:00:00;19059;82276;308586364251
2022-03-15 00:00:00;19032;82269;308035646187
2022-03-14 00:00:00;19038;82407;308741128121
2022-03-13 00:00:00;19019;82304;308477798463
2022-03-12 00:00:00;19027;82303;308063406579
2022-03-11 00:00:00;19009;82339;308109777513
2022-03-10 00:00:00;18993;82344;308230045285
2022-03-09 00:00:00;18993;82774;310861977497
2022-03-08 00:00:00;18996;82757;309846871970
2022-03-07 00:00:00;18985;82530;308425411156
2022-03-06 00:00:00;18973;82304;307808605988
2022-03-05 00:00:00;18939;82072;307097873811
2022-03-04 00:00:00;18913;81890;306739025524
2022-03-03 00:00:00;18899;81711;305931991982
2022-03-02 00:00:00;18921;81835;305947766772
2022-03-01 00:00:00;18912;81838;306604215662
2022-02-28 00:00:00;18906;81685;306963896103
2022-02-27 00:00:00;18882;81451;306155816483
2022-02-26 00:00:00;18852;81107;304845775204
2022-02-25 00:00:00;18831;80852;303869196256
2022-02-24 00:00:00;18573;80436;303002629026
2022-02-23 00:00:00;18548;80073;301294286539
2022-02-22 00:00:00;18163;75056;281603489002
2022-02-21 00:00:00;17682;65999;245153511900
2021-10-14 00:00:00;14050;64443;257369490713
2021-10-13 00:00:00;14087;64669;258043147268
2021-10-12 00:00:00;14098;64746;258248888874
2021-10-11 00:00:00;14107;64811;258355598258
2021-10-10 00:00:00;14111;64850;258414357019
2021-10-09 00:00:00;14117;64885;258462793089
2021-10-08 00:00:00;14120;64908;258507615682
2021-10-07 00:00:00;13330;58179;238547313072
2021-09-29 00:00:00;13682;60280;214797175160
2021-09-28 00:00:00;13937;63107;224788745444
2021-09-27 00:00:00;14014;64444;230353091364
2021-09-26 00:00:00;14047;64900;231514553154
2021-09-25 00:00:00;14105;65322;232430893620
2021-09-24 00:00:00;14124;65637;233314240246
2021-09-23 00:00:00;14382;66462;234653320137
2021-09-22 00:00:00;14400;66715;235977317819
2021-09-21 00:00:00;14446;67121;236839080505
2021-09-20 00:00:00;14467;67526;238464458325
2021-09-19 00:00:00;14487;67633;238787698019
2021-09-18 00:00:00;14436;67293;237939616829
2021-09-17 00:00:00;14395;66969;235866154690
2021-09-16 00:00:00;14348;66834;219791717685
2021-09-15 00:00:00;14289;66691;219286447805
2021-09-14 00:00:00;14263;66353;217222659579
2021-09-13 00:00:00;14189;66077;217103720017
2021-09-12 00:00:00;14141;65861;215860327119
2021-09-11 00:00:00;14125;65503;213239689551
2021-09-10 00:00:00;14083;65182;212664961127
2021-09-09 00:00:00;13853;64494;210672154781
2021-09-08 00:00:00;13759;63317;204770250509
2021-09-07 00:00:00;13784;63587;205456596231
2021-09-06 00:00:00;13784;63634;205463596247
2021-09-05 00:00:00;13748;63469;205124642135
2021-09-04 00:00:00;13715;63240;204248577681
2021-09-03 00:00:00;13676;62970;203792020241
2021-09-02 00:00:00;13627;62748;203522117328
2021-09-01 00:00:00;13602;62564;203120297584
2021-08-31 00:00:00;13553;62378;202773483894
2021-08-30 00:00:00;13541;62385;202707589825
2021-08-29 00:00:00;13498;62197;202564130439
2021-08-28 00:00:00;13462;62031;202433174891
2021-08-27 00:00:00;13423;61878;201976036020
2021-08-26 00:00:00;13354;61595;200572712046
2021-08-25 00:00:00;13252;61276;200017637696
2021-08-24 00:00:00;13185;61034;198921357826
2021-08-23 00:00:00;13157;60869;198291672762
2021-08-22 00:00:00;13118;60717;197850756291
2021-08-21 00:00:00;13075;60553;197965818750
2021-08-20 00:00:00;13049;60467;197581289547
2021-08-19 00:00:00;12971;60220;196795264507
2021-08-18 00:00:00;12881;60068;196198538602
2021-08-17 00:00:00;12822;59870;195606499936
2021-08-16 00:00:00;12752;59515;194070090247
2021-08-15 00:00:00;12720;59197;193296895301
2021-08-14 00:00:00;12721;59079;192256622340
2021-08-13 00:00:00;12656;58963;191874054847
2021-08-12 00:00:00;12594;58774;191346476459
2021-08-11 00:00:00;12533;58527;190682335482
2021-08-10 00:00:00;12488;58286;189589322293
2021-08-09 00:00:00;12446;58003;188696382376
2021-08-08 00:00:00;12405;57627;187615447400
2021-08-07 00:00:00;12316;57362;186635893018
2021-08-06 00:00:00;12247;57042;185869449333
2021-08-05 00:00:00;12210;56726;185028301993
2021-08-04 00:00:00;12184;56498;183774714704
2021-08-03 00:00:00;12142;56132;182571679433
2021-08-02 00:00:00;12134;55817;180617077851
2021-08-01 00:00:00;12091;55344;178715820230
2021-07-31 00:00:00;12059;54992;176533724630
2021-07-30 00:00:00;12027;54699;175205827942
2021-07-29 00:00:00;11977;54352;172748899587
2021-07-28 00:00:00;11943;53977;170422430204
2021-07-27 00:00:00;11792;53346;169407072053
2021-07-26 00:00:00;11742;53042;168560463839
2021-07-25 00:00:00;11701;52630;167471414428
2021-07-24 00:00:00;11661;52257;166505237294
2021-07-23 00:00:00;11609;51882;163438621840
2021-07-22 00:00:00;11629;51526;159913490026
2021-07-21 00:00:00;11572;51229;158764176187
2021-07-20 00:00:00;11538;50998;157523497070
2021-07-19 00:00:00;11609;51076;156946872907
2021-07-18 00:00:00;11528;50817;156428798703
2021-07-17 00:00:00;11443;50431;155485740071
2021-07-16 00:00:00;11400;50073;154351185432
2021-07-15 00:00:00;11362;49784;153365209946
2021-07-14 00:00:00;11301;49241;151650632535
2021-07-13 00:00:00;11277;48875;150527634595
2021-07-12 00:00:00;11254;48620;149781232783
2021-07-11 00:00:00;11216;48172;147380200580
2021-07-10 00:00:00;11172;47760;145701054626
2021-07-09 00:00:00;11150;47478;144511976126
2021-07-08 00:00:00;11123;47046;141280890781
2021-07-07 00:00:00;11098;46741;139545874538
2021-07-06 00:00:00;11047;46242;137538030673
2021-07-05 00:00:00;10991;45513;134277403286
2021-07-04 00:00:00;10951;45158;132995129037
2021-07-03 00:00:00;10905;44816;132281631931
2021-07-02 00:00:00;10891;44850;132318150171
2021-07-01 00:00:00;10862;44812;132191698654
2021-06-30 00:00:00;10841;44743;132039029044
2021-06-29 00:00:00;10796;44596;131615029383
2021-06-28 00:00:00;10760;44467;131578302860
2021-06-27 00:00:00;10743;44429;131562825478
2021-06-26 00:00:00;10715;44255;130923763901
2021-06-25 00:00:00;10689;44103;130026277945
2021-06-24 00:00:00;10661;44015;129423283419
2021-06-23 00:00:00;10638;43933;129420545229
2021-06-22 00:00:00;10618;43957;129118881892
2021-06-21 00:00:00;10604;43932;128924321724
2021-06-20 00:00:00;10578;43866;128545443122
2021-06-19 00:00:00;10516;43572;126708138516
2021-06-18 00:00:00;10473;43352;125361527979
2021-06-17 00:00:00;10445;43157;124189390285
2021-06-16 00:00:00;10422;42979;123243979951
2021-06-15 00:00:00;10411;42838;122371228734
2021-06-14 00:00:00;10387;42774;122149880866
2021-06-13 00:00:00;10322;42449;118945710877
2021-06-12 00:00:00;10266;42198;117905799328
2021-06-11 00:00:00;10246;42191;118211732059
2021-06-10 00:00:00;10222;42166;118349447042
2021-06-09 00:00:00;10203;42025;118020798683
2021-06-08 00:00:00;10175;41821;116696868336
2021-06-07 00:00:00;10154;41691;116161065858
2021-06-06 00:00:00;10135;41453;115692729040
2021-06-05 00:00:00;10119;41219;114483526590
2021-06-04 00:00:00;10081;41039;113663665007
2021-06-03 00:00:00;10057;40805;113085503741
2021-06-02 00:00:00;10015;40422;111967192191
2021-06-01 00:00:00;9996;40206;111557962338
2021-05-31 00:00:00;9972;40001;110897436813
2021-05-30 00:00:00;9929;39592;109681415221
2021-05-29 00:00:00;9900;39363;108866444544
2021-05-28 00:00:00;9875;39194;107985555993
2021-05-27 00:00:00;9858;39115;107180488461
2021-05-26 00:00:00;9836;39034;106645664949
2021-05-25 00:00:00;9800;39025;106361590787
2021-05-24 00:00:00;9788;38948;106084279863
2021-05-23 00:00:00;9771;38930;105796450305
2021-05-22 00:00:00;9755;38911;105603941777
2021-05-21 00:00:00;9751;38955;105606191188
2021-05-20 00:00:00;9756;39053;105970572841
2021-05-19 00:00:00;9764;39209;106162122724
2021-05-18 00:00:00;9769;39325;106262541168
2021-05-17 00:00:00;9765;39430;106745754358
2021-05-16 00:00:00;9759;39230;105756893317
2021-05-15 00:00:00;9727;39079;105431511150
2021-05-14 00:00:00;9715;38953;105186513122
2021-05-13 00:00:00;9693;38825;104465694151
2021-05-12 00:00:00;9690;38532;103595896311
2021-05-11 00:00:00;9647;38128;102509539838
2021-05-10 00:00:00;9611;37809;101495730563
2021-05-09 00:00:00;9593;37532;101043081972
2021-05-08 00:00:00;9568;37321;100335456328
2021-05-07 00:00:00;9536;37058;99719445670
2021-05-06 00:00:00;9511;36822;98540239299
2021-05-05 00:00:00;9476;36657;98012275998
2021-05-04 00:00:00;9446;36397;97436319747
2021-05-03 00:00:00;9402;36134;97045246978
2021-05-02 00:00:00;9342;35632;95439653393
2021-05-01 00:00:00;9294;35388;94932976665
2021-04-30 00:00:00;9269;35239;94530277293
2021-04-29 00:00:00;9243;35168;94027708538
2021-04-28 00:00:00;9232;35101;93686799211
2021-04-27 00:00:00;9196;35121;93061922318
2021-04-26 00:00:00;9202;35230;93523077434
2021-04-25 00:00:00;9175;35183;93078462333
2021-04-24 00:00:00;9129;35140;92742910957
2021-04-23 00:00:00;9107;35201;92790030320
2021-04-22 00:00:00;9115;35325;92991994558
2021-04-21 00:00:00;9112;35396;93163817126
2021-04-20 00:00:00;9104;35448;93066460865
2021-04-19 00:00:00;9108;35517;93165492014
2021-04-18 00:00:00;9112;35605;93378932513
2021-04-17 00:00:00;9119;35697;93555686372
2021-04-16 00:00:00;9103;35742;93545042351
2021-04-15 00:00:00;9145;35746;93600660577
2021-04-14 00:00:00;9151;35807;93901972036
2021-04-13 00:00:00;9137;35802;93940321885
2021-04-12 00:00:00;9107;35684;93581856973
2021-04-11 00:00:00;9065;35454;93226500244
2021-04-10 00:00:00;9037;35258;92511609509
2021-04-09 00:00:00;8994;35172;92390293650
2021-04-08 00:00:00;9002;35125;93056670037
2021-04-07 00:00:00;8961;34946;92417768691
2021-04-06 00:00:00;8955;34947;92125142491
2021-04-05 00:00:00;8948;34986;92456705568
2021-04-04 00:00:00;8904;34668;91769936088
2021-04-03 00:00:00;8862;34529;91327321704
2021-04-02 00:00:00;8841;34477;91251773019
2021-04-01 00:00:00;8807;34381;91110320185
2021-03-31 00:00:00;8766;34318;91138467009
2021-03-30 00:00:00;8744;34235;90926018746
2021-03-29 00:00:00;8706;34126;90569147972
2021-03-28 00:00:00;8669;33927;90143318048
2021-03-27 00:00:00;8609;33707;89381241546
2021-03-26 00:00:00;8591;33669;89227825309
2021-03-25 00:00:00;8542;33515;89440940493
2021-03-24 00:00:00;8366;33246;89119818983
2021-03-23 00:00:00;8325;33084;88690073467
2021-03-22 00:00:00;8296;32990;88182726910
2021-03-21 00:00:00;8243;32701;87387372537
2021-03-20 00:00:00;8186;32497;87219189133
2021-03-19 00:00:00;8140;32407;86939379770
2021-03-18 00:00:00;8128;32457;86955901685
2021-03-17 00:00:00;8126;32553;86990658090
2021-03-16 00:00:00;8060;32438;86959405544
2021-03-15 00:00:00;7955;32330;86894127669
2021-03-14 00:00:00;7910;32172;86124436718
2021-03-13 00:00:00;7911;32178;86102551538
2021-03-12 00:00:00;7892;32153;85967672370
2021-03-11 00:00:00;7894;32249;86112352443
2021-03-10 00:00:00;7900;32242;85716980305
2021-03-09 00:00:00;7882;32094;84468723407
2021-03-08 00:00:00;7869;31980;84065130115
2021-03-07 00:00:00;7842;31808;83165643305
2021-03-06 00:00:00;7804;31580;82678525089
2021-03-05 00:00:00;7783;31507;82331408690
2021-03-04 00:00:00;7936;31607;81968266607
2021-03-03 00:00:00;7923;31568;81671280211
2021-03-02 00:00:00;7908;31525;81288192522
2021-03-01 00:00:00;7890;31430;81004387815
2021-02-28 00:00:00;7871;31340;80848060578
2021-02-27 00:00:00;7836;31177;80145940752
2021-02-26 00:00:00;7784;31081;80202707119
2021-02-25 00:00:00;7759;31074;80148990821
2021-02-24 00:00:00;7742;31052;80060309798
2021-02-23 00:00:00;7731;31139;80174642040
2021-02-22 00:00:00;7718;31161;80181075187
2021-02-21 00:00:00;7700;31283;81340117818
2021-02-20 00:00:00;7548;31108;81357444466
2021-02-19 00:00:00;7519;31091;81132987422
2021-02-18 00:00:00;7467;31067;81010269702
2021-02-17 00:00:00;7405;30989;80793310993
2021-02-16 00:00:00;7395;30989;80673833824
2021-02-15 00:00:00;7374;30908;80396209420
2021-02-14 00:00:00;7342;30809;80062468090
2021-02-13 00:00:00;7313;30749;80068206441
2021-02-12 00:00:00;7303;30742;80090602227
